"","species","scientificName","numberOfOccurrences","class","order","family","speciesKey","iucnRedListCategory"
"2842","Phyllomys lundi","Phyllomys lundi Leite, 2003",1,"Mammalia","Rodentia","Echimyidae",4262933,"EN"
"2843","Ololygon canastrensis","Ololygon canastrensis (Cardoso & Haddad, 1982)",3,"Amphibia","Anura","Hylidae",10871548,"LC"
"2844","Chiasmocleis lacrimae","Chiasmocleis lacrimae Peloso, Sturaro, Forlani, Gaucher, Motta & Wheeler, 2014",12,"Amphibia","Anura","Microhylidae",10426137,"EN"
"2845","Ololygon alcatraz","Ololygon alcatraz (Lutz, 1973)",4,"Amphibia","Anura","Hylidae",10798529,"VU"
"2846","Thoropa petropolitana","Thoropa petropolitana (Wandolleck, 1907)",13,"Amphibia","Anura","Cycloramphidae",2424403,"VU"
"2847","Apostolepis albicollaris","Apostolepis albicollaris De Lema, 2002",1,"Squamata",NA,"Colubridae",2458351,"LC"
"2848","Hydrodynastes bicinctus","Hydrodynastes bicinctus (Herrmann, 1804)",1,"Squamata",NA,"Colubridae",2454421,"LC"
"2849","Melanophryniscus cambaraensis","Melanophryniscus cambaraensis Braun & Braun, 1979",6,"Amphibia","Anura","Bufonidae",2422158,"CR"
"2850","Nandayus nenday","Nandayus nenday (Vieillot, 1823)",1,"Aves","Psittaciformes","Psittacidae",2480102,"LC"
"2851","Phasmahyla jandaia","Phasmahyla jandaia (Bokermann & Sazima, 1978)",1,"Amphibia","Anura","Phyllomedusidae",2428354,"LC"
"2852","Tropidurus etheridgei","Tropidurus etheridgei Cei, 1982",1,"Squamata",NA,"Tropiduridae",5224839,"LC"
"2853","Leucopternis schistaceus","Leucopternis schistaceus (Sundevall, 1850)",1,"Aves","Accipitriformes","Accipitridae",5788528,"LC"
"2854","Tolypeutes matacus","Tolypeutes matacus (Desmarest, 1804)",1,"Mammalia","Cingulata","Dasypodidae",2440792,"NT"
"2855","Cardioderma cor","Cardioderma cor (Peters, 1872)",2,"Mammalia","Chiroptera","Megadermatidae",2433356,"LC"
"2856","Brasiliscincus agilis","Brasiliscincus agilis (Raddi, 1823)",63,"Squamata",NA,"Scincidae",8385559,"LC"
"2857","Crypturellus noctivagus","Crypturellus noctivagus (zu Wied-Neuwied, 1820)",2755,"Aves","Tinamiformes","Tinamidae",2477503,"NT"
"2858","Heliobletus contaminatus","Heliobletus contaminatus Berlepsch, 1885",5956,"Aves","Passeriformes","Furnariidae",5230281,"LC"
"2859","Amphisbaena alba","Amphisbaena alba Linnaeus, 1758",183,"Squamata",NA,"Amphisbaenidae",2472999,"LC"
"2860","Tyrannus melancholicus","Tyrannus melancholicus Vieillot, 1819",137415,"Aves","Passeriformes","Tyrannidae",5229662,"LC"
"2861","Clibanornis dendrocolaptoides","Clibanornis dendrocolaptoides (Pelzeln, 1859)",1998,"Aves","Passeriformes","Furnariidae",2485780,"NT"
"2862","Milvago chimachima","Milvago chimachima (Vieillot, 1816)",336,"Aves","Falconiformes","Falconidae",2481066,"LC"
"2863","Phyllopezus pollicaris","Phyllopezus pollicaris (Spix, 1825)",49,"Squamata",NA,"Phyllodactylidae",9033995,"LC"
"2864","Pseudoleistes guirahuro","Pseudoleistes guirahuro (Vieillot, 1819)",16238,"Aves","Passeriformes","Icteridae",2484214,"LC"
"2865","Turdus albicollis","Turdus albicollis Vieillot, 1818",29684,"Aves","Passeriformes","Turdidae",2490782,"LC"
"2866","Petrochelidon pyrrhonota","Petrochelidon pyrrhonota (Vieillot, 1817)",801,"Aves","Passeriformes","Hirundinidae",2489169,"LC"
"2867","Antrostomus sericocaudatus","Antrostomus sericocaudatus Cassin, 1849",688,"Aves","Caprimulgiformes","Caprimulgidae",6101175,"LC"
"2868","Thamnodynastes nattereri","Thamnodynastes nattereri (Mikan, 1828) Mikan, 1828",92,"Squamata",NA,"Colubridae",9367255,"NE"
"2869","Adenomera bokermanni","Adenomera bokermanni (Heyer, 1973)",39,"Amphibia","Anura","Leptodactylidae",2426052,"LC"
"2870","Erythrolamprus poecilogyrus","Erythrolamprus poecilogyrus (Wied-Neuwied, 1824)",660,"Squamata",NA,"Colubridae",7878891,"LC"
"2871","Aratinga aurea","Aratinga aurea (Gmelin, 1788)",46,"Aves","Psittaciformes","Psittacidae",2479121,"LC"
"2872","Trachemys dorbigni","Trachemys dorbigni (Duméril & Bibron, 1835)",276,"Testudines",NA,"Emydidae",2442977,"NE"
"2873","Procnias nudicollis","Procnias nudicollis (Vieillot, 1817)",19309,"Aves","Passeriformes","Cotingidae",2486405,"NT"
"2874","Physalaemus jordanensis","Physalaemus jordanensis Bokermann, 1967",3,"Amphibia","Anura","Leptodactylidae",2423539,"DD"
"2875","Campephilus leucopogon","Campephilus leucopogon (Valenciennes, 1826)",8,"Aves","Piciformes","Picidae",2478572,"LC"
"2876","Diphylla ecaudata","Diphylla ecaudata Spix, 1823",69,"Mammalia","Chiroptera","Phyllostomidae",2433173,"LC"
"2877","Gastrotheca microdiscus","Gastrotheca microdiscus (Andersson, 1910)",21,"Amphibia","Anura","Hemiphractidae",5218194,"LC"
"2878","Hylodes heyeri","Hylodes heyeri Haddad, Pombal & Bastos, 1996",7,"Amphibia","Anura","Hylodidae",5218115,"DD"
"2879","Ictinia plumbea","Ictinia plumbea (Gmelin, 1788)",17062,"Aves","Accipitriformes","Accipitridae",2480720,"LC"
"2880","Ameivula ocellifera","Ameivula ocellifera (Spix, 1825)",98,"Squamata",NA,"Teiidae",7445291,"LC"
"2881","Proceratophrys schirchi","Proceratophrys schirchi (Miranda-Ribeiro, 1937)",95,"Amphibia","Anura","Odontophrynidae",2424332,"LC"
"2882","Theristicus caudatus","Theristicus caudatus (Boddaert, 1783)",28277,"Aves","Pelecaniformes","Threskiornithidae",2480790,"LC"
"2883","Platyrrhinus recifinus","Platyrrhinus recifinus (Thomas, 1901)",52,"Mammalia","Chiroptera","Phyllostomidae",5218771,"LC"
"2884","Basileuterus culicivorus","Basileuterus culicivorus (Deppe, 1830)",98960,"Aves","Passeriformes","Parulidae",2489770,"LC"
"2885","Pyriglena leuconota","Pyriglena leuconota (Spix, 1824)",1082,"Aves","Passeriformes","Thamnophilidae",2490066,"LC"
"2886","Pseudopaludicola saltica","Pseudopaludicola saltica (Cope, 1887)",22,"Amphibia","Anura","Leptodactylidae",2423519,"LC"
"2887","Cyanocorax cyanopogon","Cyanocorax cyanopogon (Wied-Neuwied, 1821)",1643,"Aves","Passeriformes","Corvidae",2482576,"LC"
"2888","Nyctinomops aurispinosus","Nyctinomops aurispinosus (Peale, 1848)",2,"Mammalia","Chiroptera","Molossidae",2433061,"LC"
"2889","Stephanoxis lalandi","Stephanoxis lalandi (Vieillot, 1818)",4021,"Aves","Apodiformes","Trochilidae",2476048,"LC"
"2890","Furipterus horrens","Furipterus horrens (F.Cuvier, 1828)",17,"Mammalia","Chiroptera","Furipteridae",2432769,"LC"
"2891","Coryphospingus pileatus","Coryphospingus pileatus (Wied-Neuwied, 1821)",5363,"Aves","Passeriformes","Thraupidae",2491988,"LC"
"2892","Thlypopsis pyrrhocoma","Thlypopsis pyrrhocoma K.J.Burns, Unitt & N.A.Mason, 2016",5911,"Aves","Passeriformes","Thraupidae",7859152,"LC"
"2893","Stigmatura bahiae","Stigmatura bahiae Chapman, 1926",212,"Aves","Passeriformes","Tyrannidae",7555170,"LC"
"2894","Ardea purpurea","Ardea purpurea Linnaeus, 1766",4,"Aves","Pelecaniformes","Ardeidae",2480934,"LC"
"2895","Pterodroma mollis","Pterodroma mollis (Gould, 1844)",1,"Aves","Procellariiformes","Procellariidae",2481457,"LC"
"2896","Notharchus tectus","Notharchus tectus (Boddaert, 1783)",4,"Aves","Piciformes","Bucconidae",2475098,"LC"
"2897","Chaetura brachyura","Chaetura brachyura (Jardine, 1846)",1,"Aves","Apodiformes","Apodidae",5228607,"LC"
"2898","Erythrolamprus frenatus","Erythrolamprus frenatus (Werner, 1909)",24,"Squamata",NA,"Colubridae",9574158,"LC"
"2899","Ischnocnema garciai","Ischnocnema garciai Taucce, Canedo & Haddad, 2018",4,"Amphibia","Anura","Brachycephalidae",9590595,"CR"
"2900","Cycloramphus heyeri","Cycloramphus heyeri Segalla, Berneck, Canedo, Caramaschi, Cruz, Garcia, Grant, Haddad, Lourenço, Mângia, Mott, Nascimento, Toledo, Werneck & Langone, 2021",7,"Amphibia","Anura","Cycloramphidae",12197324,"CR"
"2901","Contomastix lacertoides","Contomastix lacertoides (Duméril & Bibron, 1839)",65,"Squamata",NA,"Teiidae",7797739,"LC"
