"","species","subspecies","scientificName","acceptedName","kingdom","phylum","class","order","family","genus","lifeForm","habitat","states","countryCode","origin","taxonomicStatus","nomenclaturalStatus","vernacularName","taxonRank","id"
"51856","Mustela africana",NA,"Mustela africana Desmarest, 1818",NA,"Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Mustela","free_living_individual","terrestrial","AC;AM;AP;MA;MT;PA;RO;RR;TO","BR;EC;PE","native","accepted",NA,"Doninha amazonica","species",64484
"51880","Thamnodynastes strigatus",NA,"Thamnodynastes strigatus (Günther, 1858)",NA,"Animalia","Chordata","Reptilia","Squamata","Dipsadidae","Thamnodynastes","free_living_individual","terrestrial","ES;MG;PR;RJ;RS;SC;SP","AR;BR;PY;UY","native","accepted",NA,NA,"species",64509
"52060","Ctenomys torquatus",NA,"Ctenomys torquatus Lichtenstein, 1830",NA,"Animalia","Chordata","Mammalia","Rodentia","Ctenomyidae","Ctenomys","herbivore;free_living_individual","fossorial;terrestrial","RS","BR;UY","native","accepted",NA,"Tuco-tuco-de-colar","species",64732
"52135","Lonchophylla peracchii",NA,"Lonchophylla peracchii Dias, Esbérard & Moratelli, 2013",NA,"Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Lonchophylla","herbivore;polynizer;free_living_individual","terrestrial","ES;SP","BR","native","accepted",NA,NA,"species",64820
"52160","Callicebus personatus",NA,"Callicebus (Callicebus) personatus (Geoffroy, 1812)",NA,"Animalia","Chordata","Mammalia","Primates","Pitheciidae","Callicebus","free_living_individual","arboreal;terrestrial","ES;MG;RJ","BR","native","accepted",NA,NA,"species",64851
"52187","Cavia aperea",NA,"Cavia aperea Erxleben, 1777",NA,"Animalia","Chordata","Mammalia","Rodentia","Caviidae","Cavia","herbivore;free_living_individual","terrestrial","DF;GO;MG;MS;MT;PE;PR;RJ;RR;RS;SC;SE;SP","AR;BO;BR;CO;GY;PE;PY;SR;UY;VE","native","accepted",NA,"Prea","species",64881
"52333","Sibon nebulatus",NA,"Sibon nebulatus (Linnaeus, 1758)",NA,"Animalia","Chordata","Reptilia","Squamata","Dipsadidae","Sibon","free_living_individual","terrestrial","AL;PA","BR;EC;GT;NI;SR;VE","native","accepted",NA,NA,"species",65069
"52355","Thamnodynastes sertanejo",NA,"Thamnodynastes sertanejo Bailey, Thomas & Silva Junior, 2005",NA,"Animalia","Chordata","Reptilia","Squamata","Dipsadidae","Thamnodynastes","free_living_individual","terrestrial","AL;BA;CE;ES;MG;PB;PE;SE","BR","native","accepted",NA,NA,"species",65101
"52424","Thrichomys apereoides",NA,"Thrichomys apereoides (Lund, 1839)",NA,"Animalia","Chordata","Mammalia","Rodentia","Echimyidae","Thrichomys","herbivore;free_living_individual","terrestrial","BA;CE;MG","BR","native","accepted",NA,"Punare","species",65183
"52439","Tropidophis preciosus",NA,"Tropidophis preciosus Curcio, Nunes, Argôlo, Skuk & Rodrigues, 2012",NA,"Animalia","Chordata","Reptilia","Squamata","Tropidophiidae","Tropidophis","free_living_individual","terrestrial","MG","BR","native","accepted",NA,NA,"species",65200
"52488","Hydrops triangularis",NA,"Hydrops triangularis (Wagler, 1824)",NA,"Animalia","Chordata","Reptilia","Squamata","Dipsadidae","Hydrops","free_living_individual","freshwater;terrestrial","AC;AM;AP;MA;MT;PA;PI;RO;RR;TO","BO;BR;CO;EC;GF;GY;PE;SR;VE","native","accepted",NA,NA,"species",65263
"52500","Xenopholis scalaris",NA,"Xenopholis scalaris (Wucherer, 1861)",NA,"Animalia","Chordata","Reptilia","Squamata","Dipsadidae","Xenopholis","free_living_individual","terrestrial","AC;AL;AM;AP;BA;PA;RO;RR;SP","BO;BR;CO;EC;PE","native","accepted",NA,NA,"species",65278
"52507","Tantilla boipiranga",NA,"Tantilla boipiranga Sawaya & Sazima, 2003",NA,"Animalia","Chordata","Reptilia","Squamata","Colubridae","Tantilla","free_living_individual","terrestrial","MG","BR","native","accepted",NA,NA,"species",65285
"52620","Sylvilagus brasiliensis",NA,"Sylvilagus brasiliensis (Linnaeus, 1758)",NA,"Animalia","Chordata","Mammalia","Lagomorpha","Leporidae","Sylvilagus","free_living_individual","terrestrial","AC;AL;AM;AP;BA;CE;DF;ES;GO;MA;MG;MS;MT;PA;PB;PE;PI;PR;RJ;RN;RO;RR;RS;SC;SE;SP;TO","BR","native","accepted",NA,"tapeti","species",65423
"52635","Lophostoma carrikeri",NA,"Lophostoma carrikeri (J. A. Allen, 1910)",NA,"Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Lophostoma","predator;free_living_individual","terrestrial","AM;AP;GO;MA;MT;PA;PI;RO;RR;TO","BO;BR;CO;EC;GF;GY;PE;SR;VE","native","accepted",NA,NA,"species",65442
"52695","Leopardus wiedii",NA,"Leopardus wiedii (Schinz, 1821)",NA,"Animalia","Chordata","Mammalia","Carnivora","Felidae","Leopardus","free_living_individual","terrestrial","AC;AL;AM;AP;BA;CE;DF;ES;GO;MA;MG;MS;MT;PA;PB;PE;PI;PR;RJ;RN;RO;RR;RS;SC;SE;SP;TO","AR;BO;BR;BZ;CO;CR;EC;GF;GT;GY;HN;MX;NI;PA;PE;PY;SR;SV;UY;VE","native","accepted",NA,"Margay, Margay, Gato Pintado, Tigrillo, Tree Ocelot, Gato-maracaja, Maracaja-mirim, Maracaja","species",65521
"52879","Marmosops paulensis",NA,"Marmosops (Marmosops) paulensis (Tate, 1931)",NA,"Animalia","Chordata","Mammalia","Didelphimorphia","Didelphidae","Marmosops","free_living_individual","arboreal;terrestrial","ES;MG;PR;RJ;SP","BR","native","accepted",NA,"cuica, marmosa, Brazilian Slender Opossum","species",65761
"52996","Leposternon scutigerum",NA,"Leposternon scutigerum (Hemprich, 1820)",NA,"Animalia","Chordata","Reptilia","Squamata","Amphisbaenidae","Leposternon","free_living_individual","fossorial","RJ","BR","native","accepted",NA,"Cobra-de-duas-cabecas, cobra-cega","species",65898
"53130","Boiruna maculata",NA,"Boiruna maculata (Boulenger, 1896)",NA,"Animalia","Chordata","Reptilia","Squamata","Dipsadidae","Boiruna","free_living_individual","terrestrial","DF;GO;MG;MS;PR;RS;SC;SP","BR","native","accepted",NA,NA,"species",66060
"53198","Rhipidomys itoan",NA,"Rhipidomys itoan Costa, Geise, Pereira & Costa, 2011",NA,"Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Rhipidomys","herbivore;free_living_individual","arboreal;terrestrial","RJ;SP","BR","native","accepted",NA,"Rato-da-arvore","species",66143
